"cell_type"	"negative_fraction"	"long_method"	"dataset"	"dataset2"	"ndim"
"Pancreatic_Acinar_Cell"	1	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	30
"Parietal_Cell"	0.0402576489533011	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	30
"Small_Intestinal_Enterocyte"	0.13785046728972	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	30
"Smooth_Muscle_GE_Junction"	0.0261044176706827	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	30
"Thyroid_Follicular_Cell"	0	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	30
"Type_I_Skeletal_Myocyte"	0	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	30
"Vascular_Smooth_Muscle_1"	0.00170721297481861	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	30
"Alveolar_Type_1_Cell"	0.0375586854460094	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Colonic_Goblet_Cell"	0.0756756756756757	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Esophageal_Epithelial_Cell"	0.110546875	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Hepatocyte"	0.123247663551402	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Luteal_Cell_Ovarian"	0.539887640449438	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Mammary_Epithelial"	0.050390964378801	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Pancreatic_Acinar_Cell"	1	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Parietal_Cell"	0.127214170692432	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Small_Intestinal_Enterocyte"	0.301401869158879	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Smooth_Muscle_GE_Junction"	0.0261044176706827	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Thyroid_Follicular_Cell"	0	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Type_I_Skeletal_Myocyte"	0.00149625935162095	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Vascular_Smooth_Muscle_1"	0.00640204865556978	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	50
"Alveolar_Type_1_Cell"	0.0610328638497653	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Colonic_Goblet_Cell"	0.148648648648649	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Esophageal_Epithelial_Cell"	0.08203125	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Hepatocyte"	1	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Luteal_Cell_Ovarian"	0.998314606741573	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Mammary_Epithelial"	0.0582102519548219	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Pancreatic_Acinar_Cell"	1	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Parietal_Cell"	0.668276972624799	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Small_Intestinal_Enterocyte"	0.573208722741433	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Smooth_Muscle_GE_Junction"	0.0261044176706827	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Thyroid_Follicular_Cell"	0	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Type_I_Skeletal_Myocyte"	0.0149625935162095	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Vascular_Smooth_Muscle_1"	0.0431071276141699	"SnapATAC2_cosine"	"human adult atlas subset1"	"candidate1"	100
"Alveolar_Type_1_Cell"	0.408450704225352	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	30
"Colon_Epithelial_Cell_1"	0.0142487046632124	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	30
"Ductal_Cell_Pancreatic"	0.0726872246696035	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	30
"Luteal_Cell_Ovarian"	0.000674081563869228	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	30
"Mammary_Epithelial"	1	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	30
"Parietal_Cell"	0.687258687258687	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	30
"Peripheral_Nerve_Stromal"	0.201834862385321	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	30
"Small_Intestinal_Enterocyte"	0.458411214953271	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	30
"Smooth_Muscle_Uterine"	0.00491266375545852	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	30
"Vascular_Smooth_Muscle_2"	0.510224948875256	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	30
"Alveolar_Type_1_Cell"	0.715492957746479	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	50
"Colon_Epithelial_Cell_1"	0.237910189982729	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	50
"Ductal_Cell_Pancreatic"	0.112334801762115	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	50
"Luteal_Cell_Ovarian"	0.000674081563869228	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	50
"Mammary_Epithelial"	1	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	50
"Parietal_Cell"	1	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	50
"Peripheral_Nerve_Stromal"	0.217125382262997	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	50
"Small_Intestinal_Enterocyte"	0.933644859813084	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	50
"Smooth_Muscle_Uterine"	0.00218340611353712	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	50
"Vascular_Smooth_Muscle_2"	0.701431492842536	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	50
"Alveolar_Type_1_Cell"	1	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	100
"Colon_Epithelial_Cell_1"	0.931778929188256	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	100
"Ductal_Cell_Pancreatic"	0.306167400881057	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	100
"Luteal_Cell_Ovarian"	0.00202224469160768	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	100
"Mammary_Epithelial"	1	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	100
"Parietal_Cell"	1	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	100
"Peripheral_Nerve_Stromal"	0.27217125382263	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	100
"Small_Intestinal_Enterocyte"	1	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	100
"Smooth_Muscle_Uterine"	0.00109170305676856	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	100
"Vascular_Smooth_Muscle_2"	0.9780163599182	"Signac_by_cluster_peaks"	"human adult atlas subset2"	"candidate2"	100
"Alveolar_Type_1_Cell"	0.312676056338028	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	30
"Colon_Epithelial_Cell_1"	0.0233160621761658	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	30
"Ductal_Cell_Pancreatic"	0.0770925110132159	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	30
"Luteal_Cell_Ovarian"	0.000674081563869228	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	30
"Mammary_Epithelial"	1	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	30
"Parietal_Cell"	0.52992277992278	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	30
"Peripheral_Nerve_Stromal"	0.201834862385321	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	30
"Small_Intestinal_Enterocyte"	0.596728971962617	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	30
"Smooth_Muscle_Uterine"	0.00327510917030568	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	30
"Vascular_Smooth_Muscle_2"	0.592024539877301	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	30
"Alveolar_Type_1_Cell"	0.552112676056338	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	50
"Colon_Epithelial_Cell_1"	0.284974093264249	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	50
"Ductal_Cell_Pancreatic"	0.143171806167401	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	50
"Luteal_Cell_Ovarian"	0.00134816312773846	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	50
"Mammary_Epithelial"	1	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	50
"Parietal_Cell"	0.998069498069498	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	50
"Peripheral_Nerve_Stromal"	0.229357798165138	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	50
"Small_Intestinal_Enterocyte"	0.992523364485981	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	50
"Smooth_Muscle_Uterine"	0.00109170305676856	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	50
"Vascular_Smooth_Muscle_2"	0.813905930470348	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	50
"Alveolar_Type_1_Cell"	0.91830985915493	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	100
"Colon_Epithelial_Cell_1"	0.984024179620035	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	100
"Ductal_Cell_Pancreatic"	0.409691629955947	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	100
"Luteal_Cell_Ovarian"	0.00505561172901921	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	100
"Mammary_Epithelial"	1	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	100
"Parietal_Cell"	1	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	100
"Peripheral_Nerve_Stromal"	0.293577981651376	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	100
"Small_Intestinal_Enterocyte"	1	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	100
"Smooth_Muscle_Uterine"	0	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	100
"Vascular_Smooth_Muscle_2"	0.994376278118609	"Signac_all_cell_peaks"	"human adult atlas subset2"	"candidate2"	100
"Alveolar_Type_1_Cell"	0.284507042253521	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	30
"Colon_Epithelial_Cell_1"	0.142487046632124	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	30
"Ductal_Cell_Pancreatic"	0.215859030837004	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	30
"Luteal_Cell_Ovarian"	0.404111897539602	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	30
"Mammary_Epithelial"	0.236704900938478	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	30
"Parietal_Cell"	0.21042471042471	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	30
"Peripheral_Nerve_Stromal"	0.275229357798165	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	30
"Small_Intestinal_Enterocyte"	0.439719626168224	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	30
"Smooth_Muscle_Uterine"	0.0376637554585153	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	30
"Vascular_Smooth_Muscle_2"	0.65081799591002	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	30
"Alveolar_Type_1_Cell"	0.335211267605634	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	50
"Colon_Epithelial_Cell_1"	0.190846286701209	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	50
"Ductal_Cell_Pancreatic"	0.273127753303965	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	50
"Luteal_Cell_Ovarian"	0.434782608695652	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	50
"Mammary_Epithelial"	0.266944734098019	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	50
"Parietal_Cell"	0.236486486486486	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	50
"Peripheral_Nerve_Stromal"	0.336391437308869	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	50
"Small_Intestinal_Enterocyte"	0.475700934579439	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	50
"Smooth_Muscle_Uterine"	0.0300218340611354	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	50
"Vascular_Smooth_Muscle_2"	0.675357873210634	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	50
"Alveolar_Type_1_Cell"	0.450704225352113	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	100
"Colon_Epithelial_Cell_1"	0.291018998272884	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	100
"Ductal_Cell_Pancreatic"	0.387665198237885	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	100
"Luteal_Cell_Ovarian"	0.512639029322548	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	100
"Mammary_Epithelial"	0.355057351407716	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	100
"Parietal_Cell"	0.326254826254826	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	100
"Peripheral_Nerve_Stromal"	0.443425076452599	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	100
"Small_Intestinal_Enterocyte"	0.544392523364486	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	100
"Smooth_Muscle_Uterine"	0.0131004366812227	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	100
"Vascular_Smooth_Muscle_2"	0.725971370143149	"ArchR_peaks"	"human adult atlas subset2"	"candidate2"	100
"Alveolar_Type_1_Cell"	0.304225352112676	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	30
"Colon_Epithelial_Cell_1"	0.161917098445596	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	30
"Ductal_Cell_Pancreatic"	0.248898678414097	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	30
"Luteal_Cell_Ovarian"	0.507920458375463	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	30
"Mammary_Epithelial"	0.24191866527633	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	30
"Parietal_Cell"	0.219111969111969	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	30
"Peripheral_Nerve_Stromal"	0.327217125382263	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	30
"Small_Intestinal_Enterocyte"	0.45	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	30
"Smooth_Muscle_Uterine"	0.0698689956331878	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	30
"Vascular_Smooth_Muscle_2"	0.697341513292434	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	30
"Alveolar_Type_1_Cell"	0.346478873239437	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	50
"Colon_Epithelial_Cell_1"	0.208117443868739	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	50
"Ductal_Cell_Pancreatic"	0.303964757709251	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	50
"Luteal_Cell_Ovarian"	0.552409841590833	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	50
"Mammary_Epithelial"	0.2711157455683	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	50
"Parietal_Cell"	0.252895752895753	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	50
"Peripheral_Nerve_Stromal"	0.391437308868502	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	50
"Small_Intestinal_Enterocyte"	0.479439252336449	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	50
"Smooth_Muscle_Uterine"	0.0518558951965066	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	50
"Vascular_Smooth_Muscle_2"	0.723415132924335	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	50
"Alveolar_Type_1_Cell"	0.47887323943662	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	100
"Colon_Epithelial_Cell_1"	0.328151986183074	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	100
"Ductal_Cell_Pancreatic"	0.427312775330396	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	100
"Luteal_Cell_Ovarian"	0.628581058308055	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	100
"Mammary_Epithelial"	0.356621480709072	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	100
"Parietal_Cell"	0.346525096525096	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	100
"Peripheral_Nerve_Stromal"	0.54434250764526	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	100
"Small_Intestinal_Enterocyte"	0.539719626168224	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	100
"Smooth_Muscle_Uterine"	0.0343886462882096	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	100
"Vascular_Smooth_Muscle_2"	0.7719836400818	"ArchR_tiles"	"human adult atlas subset2"	"candidate2"	100
"Alveolar_Type_1_Cell"	0.0253521126760563	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	30
"Colon_Epithelial_Cell_1"	0.107512953367876	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	30
"Ductal_Cell_Pancreatic"	0.123348017621145	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	30
"Luteal_Cell_Ovarian"	1	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	30
"Mammary_Epithelial"	0.0792492179353493	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	30
"Parietal_Cell"	0.0144787644787645	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	30
"Peripheral_Nerve_Stromal"	0.0428134556574924	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	30
"Small_Intestinal_Enterocyte"	0	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	30
"Smooth_Muscle_Uterine"	0.0665938864628821	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	30
"Vascular_Smooth_Muscle_2"	0.339468302658487	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	30
"Alveolar_Type_1_Cell"	0.0366197183098592	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	50
"Colon_Epithelial_Cell_1"	0.700345423143351	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	50
"Ductal_Cell_Pancreatic"	0.524229074889868	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	50
"Luteal_Cell_Ovarian"	1	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	50
"Mammary_Epithelial"	0.0948905109489051	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	50
"Parietal_Cell"	0.0637065637065637	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	50
"Peripheral_Nerve_Stromal"	0.125382262996942	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	50
"Small_Intestinal_Enterocyte"	0	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	50
"Smooth_Muscle_Uterine"	0.413755458515284	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	50
"Vascular_Smooth_Muscle_2"	0.81799591002045	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	50
"Alveolar_Type_1_Cell"	0.0788732394366197	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	100
"Colon_Epithelial_Cell_1"	1	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	100
"Ductal_Cell_Pancreatic"	1	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	100
"Luteal_Cell_Ovarian"	1	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	100
"Mammary_Epithelial"	0.138686131386861	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	100
"Parietal_Cell"	0.722007722007722	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	100
"Peripheral_Nerve_Stromal"	0.409785932721713	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	100
"Small_Intestinal_Enterocyte"	0	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	100
"Smooth_Muscle_Uterine"	0.98089519650655	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	100
"Vascular_Smooth_Muscle_2"	1	"SnapATAC1"	"human adult atlas subset2"	"candidate2"	100
"Alveolar_Type_1_Cell"	0	"aggregation"	"human adult atlas subset2"	"candidate2"	30
"Colon_Epithelial_Cell_1"	0.00172711571675302	"aggregation"	"human adult atlas subset2"	"candidate2"	30
"Ductal_Cell_Pancreatic"	0	"aggregation"	"human adult atlas subset2"	"candidate2"	30
"Luteal_Cell_Ovarian"	0.0178631614425345	"aggregation"	"human adult atlas subset2"	"candidate2"	30
"Mammary_Epithelial"	0.000521376433785193	"aggregation"	"human adult atlas subset2"	"candidate2"	30
"Parietal_Cell"	0	"aggregation"	"human adult atlas subset2"	"candidate2"	30
"Peripheral_Nerve_Stromal"	0.00611620795107034	"aggregation"	"human adult atlas subset2"	"candidate2"	30
"Small_Intestinal_Enterocyte"	0.0490654205607477	"aggregation"	"human adult atlas subset2"	"candidate2"	30
"Smooth_Muscle_Uterine"	0.0212882096069869	"aggregation"	"human adult atlas subset2"	"candidate2"	30
"Vascular_Smooth_Muscle_2"	0.00255623721881391	"aggregation"	"human adult atlas subset2"	"candidate2"	30
"Alveolar_Type_1_Cell"	0	"aggregation"	"human adult atlas subset2"	"candidate2"	50
"Colon_Epithelial_Cell_1"	0.000431778929188256	"aggregation"	"human adult atlas subset2"	"candidate2"	50
"Ductal_Cell_Pancreatic"	0	"aggregation"	"human adult atlas subset2"	"candidate2"	50
"Luteal_Cell_Ovarian"	0.00808897876643074	"aggregation"	"human adult atlas subset2"	"candidate2"	50
"Mammary_Epithelial"	0	"aggregation"	"human adult atlas subset2"	"candidate2"	50
"Parietal_Cell"	0	"aggregation"	"human adult atlas subset2"	"candidate2"	50
"Peripheral_Nerve_Stromal"	0.0336391437308868	"aggregation"	"human adult atlas subset2"	"candidate2"	50
"Small_Intestinal_Enterocyte"	0.0560747663551402	"aggregation"	"human adult atlas subset2"	"candidate2"	50
"Smooth_Muscle_Uterine"	0.0114628820960699	"aggregation"	"human adult atlas subset2"	"candidate2"	50
"Vascular_Smooth_Muscle_2"	0.0081799591002045	"aggregation"	"human adult atlas subset2"	"candidate2"	50
"Alveolar_Type_1_Cell"	0	"aggregation"	"human adult atlas subset2"	"candidate2"	100
"Colon_Epithelial_Cell_1"	0.000863557858376511	"aggregation"	"human adult atlas subset2"	"candidate2"	100
"Ductal_Cell_Pancreatic"	0	"aggregation"	"human adult atlas subset2"	"candidate2"	100
"Luteal_Cell_Ovarian"	0.00775193798449612	"aggregation"	"human adult atlas subset2"	"candidate2"	100
"Mammary_Epithelial"	0	"aggregation"	"human adult atlas subset2"	"candidate2"	100
"Parietal_Cell"	0	"aggregation"	"human adult atlas subset2"	"candidate2"	100
"Peripheral_Nerve_Stromal"	0.0275229357798165	"aggregation"	"human adult atlas subset2"	"candidate2"	100
"Small_Intestinal_Enterocyte"	0.0710280373831776	"aggregation"	"human adult atlas subset2"	"candidate2"	100
"Smooth_Muscle_Uterine"	0.182314410480349	"aggregation"	"human adult atlas subset2"	"candidate2"	100
"Vascular_Smooth_Muscle_2"	0.00664621676891616	"aggregation"	"human adult atlas subset2"	"candidate2"	100
"Alveolar_Type_1_Cell"	0.0028169014084507	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	30
"Colon_Epithelial_Cell_1"	0.147236614853195	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	30
"Ductal_Cell_Pancreatic"	0.114537444933921	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	30
"Luteal_Cell_Ovarian"	1	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	30
"Mammary_Epithelial"	0	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	30
"Parietal_Cell"	0.000965250965250965	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	30
"Peripheral_Nerve_Stromal"	0.0397553516819572	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	30
"Small_Intestinal_Enterocyte"	0.00280373831775701	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	30
"Smooth_Muscle_Uterine"	0.0567685589519651	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	30
"Vascular_Smooth_Muscle_2"	0.299079754601227	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	30
"Alveolar_Type_1_Cell"	0.0112676056338028	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	50
"Colon_Epithelial_Cell_1"	0.859240069084629	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	50
"Ductal_Cell_Pancreatic"	0.766519823788546	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	50
"Luteal_Cell_Ovarian"	1	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	50
"Mammary_Epithelial"	0	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	50
"Parietal_Cell"	0.0193050193050193	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	50
"Peripheral_Nerve_Stromal"	0.110091743119266	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	50
"Small_Intestinal_Enterocyte"	0.0238317757009346	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	50
"Smooth_Muscle_Uterine"	0.558951965065502	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	50
"Vascular_Smooth_Muscle_2"	0.752556237218814	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	50
"Alveolar_Type_1_Cell"	0.0338028169014084	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	100
"Colon_Epithelial_Cell_1"	1	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	100
"Ductal_Cell_Pancreatic"	1	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	100
"Luteal_Cell_Ovarian"	1	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	100
"Mammary_Epithelial"	0	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	100
"Parietal_Cell"	0.321428571428571	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	100
"Peripheral_Nerve_Stromal"	0.513761467889908	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	100
"Small_Intestinal_Enterocyte"	0.489252336448598	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	100
"Smooth_Muscle_Uterine"	1	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	100
"Vascular_Smooth_Muscle_2"	1	"SnapATAC2_jaccard"	"human adult atlas subset2"	"candidate2"	100
"Alveolar_Type_1_Cell"	0.0028169014084507	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	30
